doi,resolved_url,field,score,verdict_bucket,suggested_action,gold_value,parser_value,gold_on_page,parser_on_page,evidence,notes
10.1016/j.rinam.2023.100416,https://doi.org/10.1016/j.rinam.2023.100416,abstract,fuzzy=0.489 length_ratio=1.556 match@0.74=False,both_on_page_format_diff,fix_gold,"The good Boussinesq equation, a modification of the Boussinesq equation, aims to enhance predictions about shallow water wave behavior. This paper intends to investigate the distinct categories of solitary wave solutions for the good Boussinesq (gB) equation utilizing recently developed computationa…","The good Boussinesq equation, a modification of the Boussinesq equation, aims to enhance predictions about shallow water wave behavior. This paper introduces two finite difference schemes for solving the good Boussinesq equation including linear and nonlinear implicit finite difference methods . Bot…",True,True,"{""fuzzy_ratio"": 0.489, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.rinp.2025.108130,https://doi.org/10.1016/j.rinp.2025.108130,abstract,fuzzy=0.184 length_ratio=9.882 match@0.74=False,both_on_page_format_diff,fix_gold,Electroluminescence quantum dot light-emitting diodes (QD-LEDs) have attracted significant attention as self-emissive pixel devices for next-generation displays.,"Electroluminescence quantum dot light-emitting diodes (QD-LEDs) have attracted significant attention as self-emissive pixel devices for next-generation displays, owing to their wide colour selectivity and high colour purity. In this study, we developed a computational framework to analyse the optica…",True,True,"{""fuzzy_ratio"": 0.184, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.sandf.2021.06.004,https://doi.org/10.1016/j.sandf.2021.06.004,abstract,fuzzy=0.496 length_ratio=0.674 match@0.74=False,both_on_page_format_diff,fix_gold,Pile foundations are widely designed extending principles of saturated soil mechanics assuming drained conditions (i.e. effective stress) even in expansive soils exhibiting unsaturated characteristics. The wetting-induced volume changes and shear strength evolution caused by environmental (i.e. rain…,Pile foundations are widely designed extending principles of saturated soil mechanics assuming drained conditions (i.e. effective stress) even in expansive soil deposits despite the fact the soil around the pile is in a state of unsaturated condition. The mechanical behavior of in-situ pile foundati…,True,True,"{""fuzzy_ratio"": 0.496, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.surg.2009.11.020,https://doi.org/10.1016/j.surg.2009.11.020,abstract,fuzzy=0.623 length_ratio=2.207 match@0.74=False,both_on_page_format_diff,fix_gold,Primary hyperaldosteronism (PHA) is potentially curable by laparoscopic unilateral adrenalectomy (LUA). Pre-operative assessment rarely differentiates adrenal adenoma from hyperplasia. This study aimed to evaluate the results of LUA for PHA according to pathologic findings when an adrenal mass was i…,"
Background
Primary hyperaldosteronism (PHA) is potentially curable by laparoscopic unilateral
         adrenalectomy (LUA). Pre-operative assessment rarely differentiates adrenal adenoma
         from hyperplasia. This study aimed to evaluate the results of LUA for PHA according
         to patholo…",True,True,"{""fuzzy_ratio"": 0.623, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.thromres.2007.04.013,https://doi.org/10.1016/j.thromres.2007.04.013,abstract,fuzzy=0.201 length_ratio=8.940 match@0.74=False,both_on_page_format_diff,fix_gold,"Thrombus formation in a disrupted atherosclerotic plaque is initiated when plasma factor (F) VII binds tissue factor (TF) on endothelial cells or after injury. The resulting complex (TF-FVIIa) activates FIX and FX, resulting in thrombin generation and fibrin clot formation [1]. Normal endothelial ce…","Thrombus formation in a disrupted atherosclerotic plaque is initiated when plasma
      factor (F) VII binds tissue factor (TF) on endothelial cells or after injury. The
      resulting complex (TF-FVIIa) activates FIX and FX, resulting in thrombin generation
      and fibrin clot formation [
      …",True,True,"{""fuzzy_ratio"": 0.201, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.ultrasmedbio.2006.02.587,https://doi.org/10.1016/j.ultrasmedbio.2006.02.587,abstract,fuzzy=0.143 length_ratio=12.991 match@0.74=False,both_on_page_format_diff,fix_gold,"Objectives: To evaluate the efficacy and complication rates of transjugular liver biopsy (TJLB), using ultrasound (USG) as an alternative method versus fluoroscopy, for confirmation of the biopsy needle location.","Objectives: To evaluate the efficacy and complication rates of transjugular liver biopsy (TJLB), using ultrasound (USG) as an alternative method versus fluoroscopy, for confirmation of the biopsy needle location.Methods: A retrospective study on 72 patients underwent TJLB in Department of Radiology,…",True,True,"{""fuzzy_ratio"": 0.143, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/s0002-9394(14)71093-1,https://doi.org/10.1016/s0002-9394(14)71093-1,abstract,fuzzy=0.641 length_ratio=2.123 match@0.74=False,both_on_page_format_diff,fix_gold,"Purpose
To report complete superonasal retinal arterial occlusion with resulting temporal visual field loss after uneventful pars plana vitrectomy with gas-fluid exchange.
Method
Case report.
Results
Superonasal retinal arterial occlusion was observed 12 days after vitrectomy surgery. Within 10 week…","
Purpose
To report complete superonasal retinal arterial occlusion with resulting temporal
         visual field loss after uneventful pars plana vitrectomy with gas-fluid exchange.
Method
Case report.
Results
Superonasal retinal arterial occlusion was observed 12 days after vitrectomy surgery.
    …",True,True,"{""fuzzy_ratio"": 0.641, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/s0012-3692(15)34463-9,https://doi.org/10.1016/s0012-3692(15)34463-9,abstract,fuzzy=0.632 length_ratio=2.166 match@0.74=False,both_on_page_format_diff,fix_gold,"Objective
To contribute to the knowledge on the therapeutic value of lung volume reduction surgery (LVRS)
Design
Two similar, independently conceived and conducted, multicenter, randomized clinical trials
Setting
The Canadian Lung Volume Reduction (CLVR) study and the Overholt-Blue Cross Emphysema S…","
Objective
To contribute to the knowledge on the therapeutic value of lung volume reduction surgery
         (LVRS)
Design
Two similar, independently conceived and conducted, multicenter, randomized clinical
         trials
Setting
The Canadian Lung Volume Reduction (CLVR) study and the Overholt-Blu…",True,True,"{""fuzzy_ratio"": 0.632, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/s0097-3165(03)00099-2,https://doi.org/10.1016/s0097-3165(03)00099-2,abstract,fuzzy=0.523 length_ratio=0.990 match@0.74=False,both_on_page_format_diff,fix_gold,"Let G be an additive abelian group whose finite subgroups are all cyclic. Let A1,…,An(n>1) be finite subsets of G with cardinality k>0, and let b1,…,bn∈G. In this paper we show that if A1,…,An(n>1) satisfy k(k−1)+2<∑nj=1{aj∈Aj:aj≠bj} then {a1+⋯+an:a1∈A1,…,an∈An and ai≠bi for every i}=G. This has the…","Let G be an additive abelian group whose finite subgroups are all cyclic. Let A 1 ,…,A n (n>1) be finite subsets of G with cardinality k >0, and let b 1 ,…, b n be pairwise distinct elements of G with odd order. We show that for every positive integer m ⩽( k −1)/( n −1) there are more than (k−1)n−(m…",True,True,"{""fuzzy_ratio"": 0.523, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/s0923-7534(21)00481-6,https://doi.org/10.1016/s0923-7534(21)00481-6,abstract,fuzzy=0.273 length_ratio=6.336 match@0.74=False,both_on_page_format_diff,fix_gold,"Background We assessed the relationship between primary tumor18F-fluorodeoxyglucose (FDG) uptake expressed as the maximum standardized uptake value (SUV max), primary tumor response, and survival in patients with cervical cancer on pretreatment and posttreatment positron emission tomography-computed…","Background We assessed the relationship between primary tumor18F-fluorodeoxyglucose (FDG) uptake expressed as the maximum standardized uptake value (SUV max), primary tumor response, and survival in patients with cervical cancer on pretreatment and posttreatment positron emission tomography-computed…",True,True,"{""fuzzy_ratio"": 0.273, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/s1556-0864(23)00328-3,https://doi.org/10.1016/s1556-0864(23)00328-3,abstract,fuzzy=0.372 length_ratio=4.371 match@0.74=False,both_on_page_format_diff,fix_gold,"ICI is proposed as the standard treatment for metastatic NSCLC in first-line and subsequent indications. It has different adverse effects with respect to traditional antineoplastics, given the stimulation of the immune system. Objective: analyze whether patients with a good prognosis lung cancer imm…","ICI is proposed as the standard treatment for metastatic NSCLC in first-line and subsequent indications. It has different adverse effects with respect to traditional antineoplastics, given the stimulation of the immune system. Objective: analyze whether patients with a good prognosis lung cancer imm…",True,True,"{""fuzzy_ratio"": 0.372, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/s2215-0366(20)30470-3,https://doi.org/10.1016/s2215-0366(20)30470-3,abstract,fuzzy=0.615 length_ratio=2.253 match@0.74=False,both_on_page_format_diff,fix_gold,"Before refugees migrate, stressors such as enduring violence, conflict, and trauma can affect them in their countries of origin and in refugee camps. After refugees have settled in their new homelands, various post-migration factors, such as poverty, discrimination, and social isolation, influence t…","Before refugees migrate, stressors such as enduring violence, conflict, and trauma
      can affect them in their countries of origin and in refugee camps. After refugees
      have settled in their new homelands, various post-migration factors, such as poverty,
      discrimination, and social isol…",True,True,"{""fuzzy_ratio"": 0.615, ""gold_on_page"": true, ""parser_on_page"": true}",
10.1016/j.jtho.2018.03.015,https://doi.org/10.1016/j.jtho.2018.03.015,abstract,fuzzy=0.068 length_ratio=28.238 match@0.74=False,different_language,fix_gold,"Malignant pleural mesothelioma (MPM) is a particularly aggressive tumor; it is asbestos related, arising from mesothelial cells of the pleura. In MPM conventional therapies are often ineffective, and early estimation of tumor progression acquires great clinical importance.","Malignant pleural mesothelioma (MPM) is a particularly aggressive tumor; it is asbestos related, arising from mesothelial cells of the pleura. In MPM conventional therapies are often ineffective, and early estimation of tumor progression acquires great clinical importance.1Opitz I. Friess M. Kestenh…",,,"{""jaccard"": 0.07852193995381063, ""gold_len"": 273, ""parsed_len"": 7709}",
10.1016/s0002-9440(10)64321-0,https://doi.org/10.1016/s0002-9440(10)64321-0,abstract,fuzzy=0.056 length_ratio=34.650 match@0.74=False,different_language,fix_gold,"The effective phagocytotic clearance of apoptotic debris is fundamental to the maintenance of neural tissues during apoptosis. Retinal photoreceptors undergo apoptosis after retinal detachment. Although their induction phase of apoptosis has been well discussed, their phagocytotic process remains qu…","The effective phagocytotic clearance of apoptotic debris is fundamental to the maintenance of neural tissues during apoptosis. Retinal photoreceptors undergo apoptosis after retinal detachment. Although their induction phase of apoptosis has been well discussed, their phagocytotic process remains qu…",,,"{""jaccard"": 0.07119386637458927, ""gold_len"": 1508, ""parsed_len"": 52252}",
10.1016/0005-2728(96)00008-4,https://doi.org/10.1016/0005-2728(96)00008-4,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"We have analyzed the effects of n -hexane, 1-hexanethiol, and 1-hexanol on the coupled respiration of rat liver mitochondria. Incubation of mitochondria with n -hexane, 1-hexanethiol and 1-hexanol resulted in a stimulation, at low concentrations, and an inhibition, at high concentrations, of the sta…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/0008-6223(93)90006-v,https://doi.org/10.1016/0008-6223(93)90006-v,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,Vapor-grown carbon fibers (VGCFs) were prepared using floating catalysts in Linz-Donawitz converter gas (LDG) under several conditions for supplying a benzene solution containing catalyst precursors. The size of the catalyst particles remaining inside the resulting fibers was determined. The yield o…,False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/0013-4686(80)87057-5,https://doi.org/10.1016/0013-4686(80)87057-5,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"The dissociation constants of phosphoric acid have been determined in methanol-water mixtures (8.0–87% by weight of methanol) by the method suggested by Gelb. The results have been verified by Fuoss—Kraus method. Δ 0 values of HClO 4 , KClO 4 and KH 2 PO 4 (and hence of H 3 PO 4 ) in mixed solvents …",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/0022-3697(82)90158-5,https://doi.org/10.1016/0022-3697(82)90158-5,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"The absorption and fluorescence spectra of a UO 2 (NO 3 ) 2 .6H 2 O single crystal at 77 K agree with those reported previously. Analysis of the absorption spectrum yielded four electronic levels at 20590, 20625, 21474 and 23240 cm -1 . The doublet at 20590 and 20625 cm −1 converged to form a single…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/0025-5408(93)90125-w,https://doi.org/10.1016/0025-5408(93)90125-w,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,Barium hexaferrite and hexaaluminate are of hexagonal symmetry ( P 6 3 mmc ) with a structure respectively of magnetoplumbite (MP) and ß-alumina (ß) type. The BaAl x Fe 12−x O 19 phases (BAF) have been synthesized by solid state reactions at high temperatures (1350°C – 1500°C). The X-ray powder diff…,False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/0039-6028(94)00517-6,https://doi.org/10.1016/0039-6028(94)00517-6,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"Chlorine adsorbed silicon (111) surfaces are studied with a scanning tunneling microscope before and after weak irradiation of ultraviolet, visible and infrared light. We found that di- and tri- chlorinated silicon adatoms are desorbed out after ultraviolet light irradiation, resulting in the format…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/0041-624x(70)90615-3,https://doi.org/10.1016/0041-624x(70)90615-3,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"Previous research has indicated that acoustic energy is capable of accelerating the drying rates of coal fines. 1,2 In the present study, efforts were made to determine the amount of increase in drying rate which could be provided by acoustic treatment under various conditions, and to test the feasi…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/0165-0270(93)90110-d,https://doi.org/10.1016/0165-0270(93)90110-d,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"An algorithm based on the Kalman filter and used for tracking a target in a noisy environment has been applied to monitoring the position of moving boundaries as recorded by a video camera. The method, termed the Probabilistic Data Association Filter, is computationally efficient, allowing simultane…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/0167-2681(93)90070-6,https://doi.org/10.1016/0167-2681(93)90070-6,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"A steady-state, random-matching game model is used to described bargaining in a large population, where bargainers choose rules of thumb to apply across the board in a class of bargaining situations they face. The unique population equilibrium rule distributions are computed for certain cases of the…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/0301-0104(90)85033-s,https://doi.org/10.1016/0301-0104(90)85033-s,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"The exciplex emission in the 2-naphthol-triethylamine (2N-P-TEA) system is actually due to excitation of the ground-state hydrogen-bonded complex (GHBC) except in polar solvents, where the exciplex is formed through encounter in the excited state. The dipole moments in the ground and excited states …",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/0304-3878(85)90063-x,https://doi.org/10.1016/0304-3878(85)90063-x,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"This paper describes the crawling/galloping peg as a reaction function to international reserves shocks, aimed at restoring a desired level of reserves. The estimation of devaluation rules for Argentina, Brazil, Chile and Uruguay in the 1970's reveal well defined and systematic characteristics. For …",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/0306-9877(95)90138-8,https://doi.org/10.1016/0306-9877(95)90138-8,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"It is generally assumed that adrenocorticotrophic hormone (ACTH) is responsible for the modulation of glucocorticoid secretion from the adrenal cortex. However, under resting or basal conditions, cortisol secretion in the human may be controlled by noradrenergic nerves which regulate adrenal respons…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/0364-6408(83)90016-9,https://doi.org/10.1016/0364-6408(83)90016-9,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"The Publisher's Association in London administers the Net Book Agreement, which prohibits British booksellers from offering discounts. An exception permits 10% discounts to British public and university libraries which apply for licenses. The writer describes his trip to London in July 1983 to lobby…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/b978-0-08-033913-9.50049-x,https://doi.org/10.1016/b978-0-08-033913-9.50049-x,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"Publisher Summary The chapter discusses some examples of assessment items used in the Science and Technology in Society project. This UK project provides resource materials which relate industrial, technological, social and economic aspects to the science topics in the normal school curriculum. It a…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/b978-0-408-10641-2.50069-0,https://doi.org/10.1016/b978-0-408-10641-2.50069-0,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"Digestibility and utilization of energy by dairy cows on a diet rich in concentrates were studied in a 3 × 3 Latin square design. The concentrates used contained either 5% or no animal tallow or soya bean oil. Fat supplementation increased digestibility of lipids, but did not alter the digestibility…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/j.ajoint.2025.100191,https://doi.org/10.1016/j.ajoint.2025.100191,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"Purpose To investigate the infectious keratitis profile, causative agents, underlying risk factors, and clinical outcomes reported over 5 years in Qatar. Design A retrospective cohort study. Methods A retrospective analysis of all patients who received treatment for infectious keratitis at Hamad Med…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/j.annonc.2024.08.2199,https://doi.org/10.1016/j.annonc.2024.08.2199,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"The combination of Pembrolizumab and Lenvatinib shows synergy in treatment of advanced
microsatellite stable (MSS) or proficient mismatch repair (pMMR) endometrial cancer,
yet only one-third of patients achieve a lasting response. Research into microenvironmental
factors seeks to identify markers to…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/j.anplas.2016.07.022,https://doi.org/10.1016/j.anplas.2016.07.022,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"Résumé Les traumatismes de la face sont fréquents chez l’enfant et souvent banalisés. La face, très vascularisée, est le siège de saignements impressionnants sur le lieu de l’accident mais souvent sous-estimés chez l’enfant car il existe une vasoconstriction artérielle immédiate très développée. La …",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/j.applanim.2024.106180,https://doi.org/10.1016/j.applanim.2024.106180,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"Blindfolds have commonly been suggested to make horses more tractable in emergency or high-stress situations such as barn fire evacuations or trailer loading. However, little research has been done on the veracity of this claim. Two studies were conducted to examine the impact of blindfolds on ease …",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/j.cej.2025.162449,https://doi.org/10.1016/j.cej.2025.162449,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"High reactivity and dendrite issue of lithium anodes hinder the development of lithium metal batteries (LMBs). However, commercial polyolefin separators may accelerate Li dendrite growth due to insufficient electrolyte affinity and lack of ion transport induction. Herein, two novel phenolphthalein-b…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/j.gimo.2023.100298,https://doi.org/10.1016/j.gimo.2023.100298,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"Polygenic risk scores (PRS), if implemented appropriately and at scale, have the potential
to improve health outcomes by more precisely targeting medical interventions. The
ClinGen Actionability Working Group (AWG) is leveraging its expertise in evidence
synthesis and assessment to adapt and extend …",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/j.jalgebra.2005.03.006,https://doi.org/10.1016/j.jalgebra.2005.03.006,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,In this paper we improve and extend duality theorems for crossed products obtained by M. Koppinen (C. Chen) from the case of base fields (Dedekind domains) to the case of arbitrary Noetherian commutative ground rings under fairly weak conditions. In particular we extend an improved version of the ce…,False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/j.jneuroim.2011.10.007,https://doi.org/10.1016/j.jneuroim.2011.10.007,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,The release of newly produced B and T lymphocytes from the production sites was analyzed in 30 multiple sclerosis patients treated with interferon-beta by measuring T-cell receptor excision circles and k-deleting recombination excision circles. We found that the therapy induces opposite effects on B…,False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/j.jocn.2015.03.045,https://doi.org/10.1016/j.jocn.2015.03.045,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"A previously fit and well 56-year-old man presented with a single episode of generalised
seizures that lasted 2–3seconds, without a focal onset. The patient recovered with
no neurological deficits. He had a similar episode of generalised seizures 18months
earlier and he had no further seizure episod…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/j.jvn.2025.01.002,https://doi.org/10.1016/j.jvn.2025.01.002,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"Objectives Adherence to peripheral arterial disease (PAD) treatment remains low, despite its benefit for secondary disease prevention. Currently, there is no qualitative research exploring why this is the case. This study aimed to explore patients’ lived experiences of PAD and its treatment, their m…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/j.sajb.2024.10.005,https://doi.org/10.1016/j.sajb.2024.10.005,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"This research evaluated the commercial viability of using different concentrations of gum Arabic (GA) based edible coatings on ‘African Delight™’ plums in a commercial packhouse environment. The coatings tested were GA 2 %, GA 5 %, GA 10 %, GA 5 % with pomegranate seed oil, and GA 5 % with ascorbic …",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/s0040-4039(00)61634-9,https://doi.org/10.1016/s0040-4039(00)61634-9,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,A stereoselective synthesis of an aminodiol derivative (dipeptide mimic) has been developed via iterative homologation of protected cyclohexylalaninal (Dondoni reaction).,False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/s0040-4039(00)78471-1,https://doi.org/10.1016/s0040-4039(00)78471-1,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"The control of the stereochemistry at C-1 of cis -perhydroindane compounds, required for the synthesis of cardenolide analogs, has been achieved by epimerization of the dithiane derivative at C-5. Molecular modeling of this kind of compounds predicted the higher stability of the C-1-β-epimer in this…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/s0049-237x(08)71424-1,https://doi.org/10.1016/s0049-237x(08)71424-1,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"Publisher Summary This chapter discusses the theory of consequences. The notion of consequence, in its generic meaning, is the fundamental conception of formal logic. This was as true of ancient and mediaeval logic as it is of contemporary systems. The laws of syllogism are laws of consequence, in t…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/s0091-6749(22)01434-8,https://doi.org/10.1016/s0091-6749(22)01434-8,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"Get your choice of ticketed sessions and housing options for the 2023 AAAAI Annual
Meeting, being held February 24-27 in San Antonio, Texas. Registration and housing
are now open to all delegates at annualmeeting.aaaai.org.",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/s0921-4534(97)00165-2,https://doi.org/10.1016/s0921-4534(97)00165-2,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"Evidence for the plastic vortex liquid and its transition to a plastic solid for YBa 2 Cu 3 O 7− x (YBCO) is given based on measurements of the effects of the ac field amplitude, frequency and do field Bd on the ac susceptibility. The time scale t 0 and effective activation energies U ( Bd, j) of vo…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/s0924-9338(15)30561-7,https://doi.org/10.1016/s0924-9338(15)30561-7,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"Introduction Modern diagnostic categorical systematics does not always distinguish separate mental disorders, and in case of depression and anxiety they often have comorbid character. Objectives To investigate the correlation between the level of anxiety and depression with varying degrees of severi…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/s0953-7562(89)80079-6,https://doi.org/10.1016/s0953-7562(89)80079-6,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"A technique is described for the production of mature pycnidia of Septoria tritici on wheat leaf extract medium. When two cultures of S. tritici from Israel, reisolated from 1 yr-old pycnidia, were produced on this medium, they maintained their virulence on a differential cultivar set. Long-term pre…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/s1526-4114(15)30632-6,https://doi.org/10.1016/s1526-4114(15)30632-6,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,Caring for the Ages is the official newspaper of AMDA and provides long-term care professionals with timely and relevant news and commentary about clinical developments and about the impact of health care policy on long-term care medicine.,False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/s1932-2275(19)30076-x,https://doi.org/10.1016/s1932-2275(19)30076-x,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,gold_string_not_on_page,fix_gold,,"LEE A. FLEISHER, MD, FACC, FAHA
Robert D. Dripps Professor and Chair of Anesthesiology and Critical Care, Professor of Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania, USA
KARSTEN BARTELS, MD, PhD
Associate Professor of Anesthesiology, Psychiatry, Medici…",False,True,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": false, ""parser_on_page"": true}",
10.1016/0266-4356(89)90143-5,https://doi.org/10.1016/0266-4356(89)90143-5,abstract,fuzzy=0.000 length_ratio=0.000 match@0.74=False,parser_string_not_on_page,fix_parser,"A case of bilateral acinic cell carcinoma occurring synchronously in the parotid glands is reported, treatment discussed and the literature reviewed.",,True,False,"{""fuzzy_ratio"": 0.0, ""gold_on_page"": true, ""parser_on_page"": false}",
